Pv_tag,Tag,T1,T2,X,Y,Family,Species,DBH0,DBH1,F2,Plot,SpecimenID,*Accession Numbers,*Barcodes,CollectorString,CollectionNumber,*FullName,UpperName,LowerName,Locality,ElevationDisplay,*Coordinate Display,LatitudeDecimal,LongitudeDecimal,Date Display,*Institutions,DeterminationYear,DeterminationBy,Description,plot.genus,spec.genus
2339,295,NA,C,NA,NA,Annonaceae,Unonopsis floribunda,152,152,1,TAM_04,757899,3469024,MO-1975317,Alwyn H. Gentry & Nestor Jaramillo,57980,Unonopsis floribunda Diels,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,2005,"R. Garcia (MO),","Tree No. 2339, 10.3 cm dbh, sterile, strong bark.",Unonopsis,Unonopsis
2004,3,NA,A,NA,NA,Moraceae,Clarisia biflora,173,173,1,TAM_04,709040,3313460,MO-1492466,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51506,Clarisia racemosa Ruiz & Pav.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,NA,NA,"Tree #2004, 15 cm dbh; orange bark pustules, sterile.",Clarisia,Clarisia
2275,300,NA,C,NA,NA,Violaceae,Rinoreocarpus ulei,159,159,1,TAM_04,254692,3470584,MO-1538290,Alwyn H. Gentry & Nestor Jaramillo,57988,Rinoreocarpus ulei (Melch.) Ducke,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1995,"W.H.A. Hekking (U),","Tree No. 2275, 11 cm dbh, flowers reddish orange.",Rinoreocarpus,Rinoreocarpus
2276,302,NA,C,NA,NA,Elaeocarpaceae,Sloanea guianensis,176,176,1,TAM_04,179251,3467876,MO-1817826,Alwyn H. Gentry & Nestor Jaramillo,57986,Sloanea L.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,NA,NA,"Tree No. 2276, 18 cm dbh, sterile.",Sloanea,Sloanea
2343,317,NA,C,NA,NA,Fabaceae,Abarema jupunba,400,400,1,TAM_04,105335,3470537,MO-1202237,Alwyn H. Gentry & Nestor Jaramillo,57990,Abarema jupunba (Willd.) Britton & Killip,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1990,"R.E. Gereau (MO),","Tree No. 2343, 14 cm dbh, sterile.",Abarema,Abarema
2344,318,NA,C,NA,NA,Fabaceae,Crudia glaberrima,161,161,1,TAM_04,105319,3470538,MO-1711897,Alwyn H. Gentry & Nestor Jaramillo,57989,Crudia glaberrima (Steud.) J.F. Macbr.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1987,"Al Gentry,","Tree No. 2344, 15 cm dbh, sterile.",Crudia,Crudia
2341,319,NA,C,NA,NA,Fabaceae,Diplotropis purpurea,280,280,1,TAM_04,105211,3470539,MO-1682239,Alwyn H. Gentry & Nestor Jaramillo,57981,Diplotropis purpurea (Rich.) Amshoff,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1987,"Al Gentry,","Tree No. 2341, 16.8 cm dbh, sterile.",Diplotropis,Diplotropis
2135,32,NA,A,NA,NA,Annonaceae,Guatteria citriodora,564,564,1,TAM_04,751426,3584579,MO-1976271,Alwyn H. Gentry & Nestor Jaramillo,57962,Guatteria citriodora Ducke,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1998,"P.J.M. Maas (U),","Tree No. 2135, 39 cm dbh, single fruit green.",Guatteria,Guatteria
2914,358,NA,D,NA,NA,Rubiaceae,Genipa americana,135,135,1,TAM_04,534683,3305601,MO-1548384,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51480,Genipa cf. americana L.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1986,"A.H. Gentry,","Tree #2914, 11 cm dbh, sterile.",Genipa,Genipa
2911,360,NA,D,NA,NA,Moraceae,Brosimum lactescens,352,352,1,TAM_04,708923,3313469,MO-1414591,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51473,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1987,"C.C. Berg (ARBOHA),","Tree #2911, 36 cm dbh, sterile; white latex, long, sinking roots.",Brosimum,Brosimum
2070,38,NA,A,NA,NA,Elaeocarpaceae,Sloanea guianensis,125,125,1,TAM_04,179245,3584583,MO-1447187,Alwyn H. Gentry & Nestor Jaramillo,57966,Sloanea L.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,NA,NA,"Tree No. 2070, 11 cm dbh, sterile, no buttresses.",Sloanea,Sloanea
2075,39,NA,A,NA,NA,Fabaceae,Zygia latifolia,339,339,1,TAM_04,95763,3313461,MO-1303331,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51518,Zygia racemosa (Ducke) Barneby & J.W. Grimes,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,2001,"D.A. Neill,","Tree #2075, 18 cm dbh, sterile.",Zygia,Zygia
2073,43,NA,A,NA,NA,Fabaceae,Hymenaea parvifolia,174,174,1,TAM_04,106707,3313449,MO-1780770,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51517,Hymenaea parvifolia Huber,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1986,"A.H. Gentry,","Tree #2073, 11 cm dbh, sterile.",Hymenaea,Hymenaea
2461,443,NA,D,NA,NA,Annonaceae,Pseudoxandra polyphleba,142,142,1,TAM_04,750450,3300642 & 3300642,MO-047883 & MO-0478833,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51554,Pseudoxandra polyphleba (Diels) R.E. Fr.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1986,"A.H. Gentry,","Tree #2461; fruits green, 25 cm tall, in swamp.",Pseudoxandra,Pseudoxandra
2459,445,NA,D,NA,NA,Moraceae,Brosimum lactescens,282,282,1,TAM_04,709378,3300643,MO-1414546,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51553,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1987,"C.C. Berg (ARBOHA),","Tree #2459, sterile, in swamp.",Brosimum,Brosimum
2457,447,NA,D,NA,NA,Meliaceae,Trichilia rubra,126,126,1,TAM_04,127449,3300644,MO-1123732,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51552,Trichilia quadrijuga Kunth subsp. quadrijuga,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1990,"C. Reynel,","Tree #2457, sterile, in swamp.",Trichilia,Trichilia
2387,450,NA,D,NA,NA,Malvaceae,Quararibea wittii,158,158,1,TAM_04,190535,3580675,MO-1442261,Alwyn H. Gentry & Nestor Jaramillo,57945,Quararibea ochrocalyx (K. Schum.) Vischer,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549331200,MO,1989,"A. Gentry,","Tree No. 2387, 14 cm dbh, sterile.",Quararibea,Quararibea
2383,452,NA,D,NA,NA,Lauraceae,Ocotea bofo,358,358,1,TAM_04,54713,3580676,MO-444826,Alwyn H. Gentry & Nestor Jaramillo,57947,Ocotea bofo Kunth,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W - 12°50'S 069°17'W,-12.83333,-69.28333,549331200,MO,1989,"A. Gentry,","Tree No. 2383, 31 cm dbh, sterile.",Ocotea,Ocotea
2378,460,NA,D,NA,NA,Nyctaginaceae,Neea verticillata,116,116,1,TAM_04,739675,3300659 & 6143033,MO-1662871 & MO-2168548,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51557,Neea Ruiz & Pav.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.8166667,-69.7166667,491443200,MO,NA,NA,"Tree #2378; buds green, more or less cauliflorous.",Neea,Neea
2376,462,NA,D,NA,NA,Chrysobalanaceae,Licania brittoniana,435,435,1,TAM_04,69648,3300640,MO-1510085,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51556,Licania brittoniana Fritsch,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1986,"G.T. Prance (NY),","Tree #2376, sterile, in swamp.",Licania,Licania
2368,484,NA,D,NA,NA,Fabaceae,Hymenaea oblongifolia,376,376,1,TAM_04,107020,3300636,MO-1782151,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51551,Hymenaea oblongifolia Huber var. oblongifolia,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1993,"A. Graff (MO),",Tree #2368; sterile.,Hymenaea,Hymenaea
2085,58,NA,A,NA,NA,Burseraceae,Trattinnickia aspera,148,148,1,TAM_04,120635,3584577,MO-1113781,Alwyn H. Gentry & Nestor Jaramillo,57959,Trattinnickia peruviana Loes.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1989,"A. Gentry,","Tree No. 2085, 14 cm dbh, sterile.",Trattinnickia,Trattinnickia
2083,59,NA,A,NA,NA,Fabaceae,Inga punctata,428,428,1,TAM_04,106795,3300656,MO-1257018,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51526,Inga punctata Willd.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1988,"R. Gereau,","Tree #2083, 13 cm dbh, sterile.",Inga,Inga
2981,637,NA,E,NA,NA,Apocynaceae,Aspidosperma excelsum,224,224,1,TAM_04,419423,3300651,MO-016303,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51543,Aspidosperma excelsum Benth.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1999,"Kurt Potgieter (ILL),","Tree #2981, 12 cm dbh, sterile; trunk fenestrated.",Aspidosperma,Aspidosperma
2023,64,NA,A,NA,NA,Sapindaceae,Talisia carinata,160,160,1,TAM_04,168189,3300658,MO-1463879,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51523,Talisia carinata Radlk.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1987,"R.E. Gereau,","Tree # 2023, 14 cm dbh, sterile.",Talisia,Talisia
2987,641,NA,E,NA,NA,Sapotaceae,Micropholis guyanensis,337,337,1,TAM_04,408193,3300647,MO-1966619,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51545,Micropholis guyanensis (A. DC.) Pierre,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,NA,NA,"Tree #2987, 20 cm dbh; buds brown.",Micropholis,Micropholis
2986,642,NA,E,NA,NA,Fabaceae,Harleyodendron indet,240,240,1,TAM_04,109185,NA,NA,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51546,Harleyodendron ? R.S. Cowan,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491443200,MO,1986,"A.H. Gentry,","Tree #2986, 20 cm dbh, sterile.",Harleyodendron,Harleyodendron
2978,647,NA,E,NA,NA,Moraceae,Naucleopsis ternstroemiiflora,131,131,1,TAM_04,714926,3305599,MO-1493529,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51482,Naucleopsis concinna (Standl.) C.C. Berg,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1997,"C.C. Berg (BG),","Tree #2978, 12 cm dbh, sterile.",Naucleopsis,Naucleopsis
2025,65,NA,A,NA,NA,Apocynaceae,Aspidosperma tambopatense,263,263,1,TAM_04,419346,3300638,MO-1069091,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51524,Aspidosperma tambopatense A.H. Gentry,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,NA,NA,"Tree #2025, 23 cm dbh, sterile.",Aspidosperma,Aspidosperma
2680,658,NA,E,NA,NA,Moraceae,Pseudolmedia macrophylla,251,251,1,TAM_04,708953,3313463,MO-1572016,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51478,Pseudolmedia macrophylla Trécul,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.8166667,-69.7166667,491356800,"MO, USM",1987,"C.C. Berg (ARBOHA),","Tree #2680, 20 cm dbh; buds green.",Pseudolmedia,Pseudolmedia
2027,67,NA,A,NA,NA,Malvaceae,Sterculia apeibophylla,602,602,1,TAM_04,191165,3313446,MO-1482594,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51522,Sterculia chicomendesii E.L. Taylor,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1996,"E.L. Taylor (NAU),","Tree #2027, 45 cm dbh, sterile; fallen leaves.",Sterculia,Sterculia
2029,70,NA,A,NA,NA,Siparunaceae,Siparuna decipiens,139,139,1,TAM_04,45879,3300653,MO-841440,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51529,Siparuna decipiens (Tul.) A. DC.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1986,"A.H. Gentry,","Tree #2029, 13 cm dbh, sterile.",Siparuna,Siparuna
2030,71,NA,A,NA,NA,Annonaceae,Duguetia spixiana,117,117,1,TAM_04,758433,3305585,MO-1943645,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51496,Duguetia spixiana Mart.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1993,"P.J.M. Maas (U),","Tree #2030, 10 cm dbh, sterile.",Duguetia,Duguetia
2093,73,NA,A,NA,NA,Salicaceae,Laetia procera,411,411,1,TAM_04,256815,3300655,MO-1540271,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51527,Laetia procera (Poepp.) Eichler,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1986,"A.H. Gentry,","Tree #2093, 40 cm dbh; buds green.",Laetia,Laetia
2095,75,NA,A,NA,NA,Fabaceae,Parkia multijuga,229,229,1,TAM_04,95741,3305588,MO-1209729,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51492,Parkia panurensis Benth. ex H.C. Hopkins,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1992,"H.C. Hopkins (UPNG),","Tree #2095, 15 cm dbh, sterile.",Parkia,Parkia
2097,76,NA,A,NA,NA,Annonaceae,Xylopia trichostemon,220,220,1,TAM_04,750281,3305584,MO-1975083,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51497,Xylopia trichostemon R.E. Fr.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,1986,"A.H. Gentry,","Tree #2097, 14 cm dbh, sterile.",Xylopia,Xylopia
2055,8,NA,A,NA,NA,Nyctaginaceae,Neea macrophylla,124,124,1,TAM_04,738833,3584582,MO-1662880,Alwyn H. Gentry & Nestor Jaramillo,57965,Neea Ruiz & Pav.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,NA,NA,"Tree No. 2055, 12 cm dbh, sterile.",Neea,Neea
3056,11,1,A,84.1,3.2,Rubiaceae,Amaioua guianensis,232,232,1,TAM_05,509628,3288900,MO-1562231,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45917,Amaioua guianensis Aubl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1995,"C. M. Taylor (MO),","Tree # 3056, sterile, combretaceous branching, fluted red trunk.",Amaioua,Amaioua
3002,2,1,A,95.55,1.4,Lauraceae,Ocotea bofo,502,502,1,TAM_05,47538,3288897,MO-175432,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45914,Ocotea rhodophylla Vicent.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,2000,"Alberto Vicentini (MO),","Tree # 3002, fruits green.",Ocotea,Ocotea
3008,9,1,A,91.7,6.5,Ulmaceae,Ampelocera edentula,233,233,1,TAM_05,703426,3288907,MO-437933,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45926,Ampelocera edentula Kuhlm.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1991,"Ronald L. Liesner (MO),","Tree # 3008, sterile.",Ampelocera,Ampelocera
3127,182,10,F,77.5,17,Moraceae,Pseudolmedia laevigata,346,346,1,TAM_05,712985,3288049,MO-1518928,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46035,Pseudolmedia laevigata Trécul,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3127, sterile.",Pseudolmedia,Pseudolmedia
3123,193,10,F,73.1,13.3,Olacaceae,Heisteria acuminata,133,133,1,TAM_05,728494,3292664,MO-494104,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46033,Heisteria spruceana Engl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1996,"Ronald Liesner (MO),","Tree # 3123, sterile.",Heisteria,Heisteria
3114,199,10,F,73,6.2,Malvaceae,Huberodendron swietenioides,898,898,1,TAM_05,189367,3293533,MO-1443723,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46028,Huberodendron swietenioides (Gleason) Ducke,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,NA,NA,"Tree # 3114, buds brownish.",Huberodendron,Huberodendron
3135,203,10,G,61.15,5.35,Moraceae,Brosimum lactescens,359,359,1,TAM_05,712712,3288048,MO-1414584,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46040A,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3135, sterile.",Brosimum,Brosimum
3234,204,10,F,61.8,2.9,Burseraceae,Tetragastris panamensis,126,126,1,TAM_05,122906,3293102,MO-1120027,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46107,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,1986,"D. Daly,","Tree # 3234, sterile.",Tetragastris,Tetragastris
3236,214,11,K,53.65,5,Burseraceae,Tetragastris panamensis,122,122,1,TAM_05,122964,3292686,MO-1120023,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46140,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"D. Daly,","Tree # 3236, sterile.",Tetragastris,Tetragastris
3240,218,11,K,52.25,8.9,Nyctaginaceae,Neea divaricata,239,239,1,TAM_05,738064,3285201,MO-2070642,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46141,Neea divaricata Poepp. & Endl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,Al Gentry,"Tree # 3240, sterile.",Neea,Neea
3362,229,11,Q,40,20,Elaeocarpaceae,Sloanea eichleri,216,216,1,TAM_05,180416,3277053,MO-840113,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46123,Sloanea eichleri K. Schum.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,2011,"T.D. Pennington (K),","Tree # 3362, fruits reddish.",Sloanea,Sloanea
3249,237,12,L,56.1,26.35,Burseraceae,Tetragastris panamensis,262,262,1,TAM_05,122898,3293100,MO-1120048,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46105,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,1986,"D. Daly,","Tree # 3249, sterile.",Tetragastris,Tetragastris
3250,238,12,L,58.8,25.6,Malvaceae,Sterculia tessmannii,163,163,1,TAM_05,193572,3293027,MO-1483360,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46139,Sterculia tessmannii Mildbr.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1993,"A. Graff (MO),","Tree # 3250, sterile, tall thin, strong reddish bark.",Sterculia,Sterculia
3258,250,12,L,55.5,34.5,Lecythidaceae,Eschweilera coriacea,308,308,1,TAM_05,298878,3293095,MO-1633962,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46100,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,1986,"S. Mori (NY),","Tree # 3258, fallen fruits brown.",Eschweilera,Eschweilera
3309,252,12,L,49.15,31.2,Lauraceae,Nectandra viburnoides,237,237,1,TAM_05,56210,3408122,MO-217615,Alwyn H. Gentry & Percy Núñez V.,54178,Nectandra cissiflora Nees,Madre de Dios,Tambopata,"T. Camp, junction of Ríos La Torre and Tambopata. Terra Firme Tree Plot.",260 m,12°50'S 069°17'W,-12.83333,-69.28333,518400000,MO,1991,"C. Reynel,","Tree # 3309, sterile.",Nectandra,Nectandra
